12:12:00 system           | rule-engine started (pid=24242)
12:18:44 rule-engine      | [2022-11-10 12:18:44.349] [DEBUG]: Received message: '{"id": "TqsH1YRa", "timestamp": "2022-11-10T12:18:44.330931Z", "signalType": "EVENT", "from": "telegram_adapter", "eventType": "TelegramReceivedMessage", "messageId": "228", "firstName": "Farafrfljo", "lastName": null, "chatId": "5733149430", "receivedAt": "2022-11-10T12:18:44.000000Z", "text": "no problem", "location": null, "mediaList": null, "mediaGroupId": null, "replyToMessageId": null, "rawData": {"message": {"delete_chat_photo": false, "date": 1668082724, "chat": {"id": 5733149430, "type": "private", "first_name": "Farafrfljo"}, "caption_entities": [], "supergroup_chat_created": false, "photo": [], "new_chat_members": [], "channel_chat_created": false, "text": "no problem", "new_chat_photo": [], "group_chat_created": false, "message_id": 228, "entities": [], "from": {"language_code": "hr", "first_name": "Farafrfljo", "id": 5733149430, "is_bot": false}}, "update_id": 862158547}}
12:18:44 rule-engine      | [2022-11-10 12:18:44.357] [DEBUG]: Sending message to topic <public/default/workspace-ms-ivo-app-rule-engine-input>: {"id":"K1xyGvjt","timestamp":"2022-11-10T12:18:44.357656Z","signalType":"MESSAGE","from":"rule_engine","messageType":"EvaluateWithSignals","to":"rule_engine","returnAddress":"public/default/workspace-ms-ivo-app-rule-engine-input","agentId":"yYlKULq0","signals":{"signals":[{"id":"TqsH1YRa","timestamp":"2022-11-10T12:18:44.330931Z","signalType":"EVENT","from":"telegram_adapter","eventType":"TelegramReceivedMessage","messageId":"228","firstName":"Farafrfljo","lastName":null,"chatId":"5733149430","receivedAt":"2022-11-10T12:18:44.000000Z","text":"no problem","location":null,"mediaList":null,"mediaGroupId":null,"replyToMessageId":null,"rawData":{"message":{"delete_chat_photo":false,"date":1668082724,"chat":{"id":5733149430,"type":"private","first_name":"Farafrfljo"},"caption_entities":[],"supergroup_chat_created":false,"photo":[],"new_chat_members":[],"channel_chat_created":false,"text":"no problem","new_chat_photo":[],"group_chat_created":false,"message_id":228,"entities":[],"from":{"language_code":"hr","first_name":"Farafrfljo","id":5733149430,"is_bot":false}},"update_id":862158547}}]}}
12:18:44 rule-engine      | [2022-11-10 12:18:44.364] [DEBUG]: Received message: '{"id":"K1xyGvjt","timestamp":"2022-11-10T12:18:44.357656Z","signalType":"MESSAGE","from":"rule_engine","messageType":"EvaluateWithSignals","to":"rule_engine","returnAddress":"public/default/workspace-ms-ivo-app-rule-engine-input","agentId":"yYlKULq0","signals":{"signals":[{"id":"TqsH1YRa","timestamp":"2022-11-10T12:18:44.330931Z","signalType":"EVENT","from":"telegram_adapter","eventType":"TelegramReceivedMessage","messageId":"228","firstName":"Farafrfljo","lastName":null,"chatId":"5733149430","receivedAt":"2022-11-10T12:18:44.000000Z","text":"no problem","location":null,"mediaList":null,"mediaGroupId":null,"replyToMessageId":null,"rawData":{"message":{"delete_chat_photo":false,"date":1668082724,"chat":{"id":5733149430,"type":"private","first_name":"Farafrfljo"},"caption_entities":[],"supergroup_chat_created":false,"photo":[],"new_chat_members":[],"channel_chat_created":false,"text":"no problem","new_chat_photo":[],"group_chat_created":false,"message_id":228,"entities":[],"from":{"language_code":"hr","first_name":"Farafrfljo","id":5733149430,"is_bot":false}},"update_id":862158547}}]}}
12:18:44 rule-engine      | [2022-11-10 12:18:44.369] [DEBUG]: Evaluating agent yYlKULq0
12:18:44 rule-engine      | [2022-11-10 12:18:44.379] [DEBUG]: Adding facts: [Agent(id=yYlKULq0, connections={telegram=5733149430}, type=Nola)]
12:18:44 rule-engine      | [2022-11-10 12:18:44.380] [DEBUG]: Adding signals: [(TelegramReceivedMessage(messageId=228, firstName=Farafrfljo, lastName=null, chatId=5733149430, receivedAt=2022-11-10T12:18:44, text=no problem, location=null, mediaList=null, mediaGroupId=null, replyToMessageId=null, rawData={"message":{"delete_chat_photo":false,"date":1668082724,"chat":{"id":5733149430,"type":"private","first_name":"Farafrfljo"},"caption_entities":[],"supergroup_chat_created":false,"photo":[],"new_chat_members":[],"channel_chat_created":false,"text":"no problem","new_chat_photo":[],"group_chat_created":false,"message_id":228,"entities":[],"from":{"language_code":"hr","first_name":"Farafrfljo","id":5733149430,"is_bot":false}},"update_id":862158547}),signals)]
12:18:44 rule-engine      | [2022-11-10 12:18:44.383] [INFO]: Prompt for GPT-3:
12:18:44 rule-engine      | You are Tony Stark and you are interviewing a newbie superhero for Avengers. Answer the newbie's questions in a supportive, but strict and serious way.
12:18:44 rule-engine      | Newbie: Ur are such a douche
12:18:44 rule-engine      | Stark: Sorry, can't let you in.
12:18:44 rule-engine      | Newbie: What i have to do to get in
12:18:44 rule-engine      | Stark: There is no easy answer - it takes bravery, strength, and a commitment to justice. We're looking for the best of the best.
12:18:44 rule-engine      | Newbie: Ok test me
12:18:44 rule-engine      | Stark: You have to be willing to put the needs of others before your own. And you have to be able to work well with a team.
12:18:44 rule-engine      | Newbie: no problem
12:18:44 rule-engine      | Stark:
12:18:44 rule-engine      | [2022-11-10 12:18:44.385] [DEBUG]: Sending message to topic <public/default/workspace-ms-ivo-app-gpt3-adapter-input>: {"id":"WRdUezEA","timestamp":"2022-11-10T12:18:44.384692Z","signalType":"MESSAGE","from":"yYlKULq0","messageType":"Complete","to":"gpt3_adapter","returnAddress":"public/default/workspace-ms-ivo-app-agents-input","prompt":"You are Tony Stark and you are interviewing a newbie superhero for Avengers. Answer the newbie's questions in a supportive, but strict and serious way.\nNewbie: Ur are such a douche\n\nStark: Sorry, can't let you in.\n\nNewbie: What i have to do to get in\n\nStark: There is no easy answer - it takes bravery, strength, and a commitment to justice. We're looking for the best of the best.\n\nNewbie: Ok test me\n\nStark: You have to be willing to put the needs of others before your own. And you have to be able to work well with a team.\n\nNewbie: no problem\nStark:","model":"text-davinci-001","maxTokens":64,"temperature":0.7,"topP":1.0,"n":1,"logprobs":null,"echo":false,"stop":["Stark:","Newbie:"],"presencePenalty":0.6,"frequencyPenalty":0.0,"bestOf":1,"logitBias":null,"suffix":null}
12:18:44 rule-engine      | [2022-11-10 12:18:44.385] [DEBUG]: Rule fired: Handle message
12:18:44 rule-engine      | [2022-11-10 12:18:44.388] [DEBUG]: Sending message to topic <public/default/workspace-ms-ivo-app-evaluation-event>: {"id":"r4NlyO9f","timestamp":"2022-11-10T12:18:44.387075Z","signalType":"EVENT","from":"yYlKULq0","eventType":"Evaluation","agentId":"yYlKULq0","evaluatedAt":"2022-11-10T12:18:44.388474Z"}
12:18:44 rule-engine      | [2022-11-10 12:18:44.389] [DEBUG]: Updating facts: [Agent(id=yYlKULq0, connections={telegram=5733149430}, type=Nola)]
12:18:44 rule-engine      | [2022-11-10 12:18:44.397] [DEBUG]: Sending message to topic <public/default/workspace-ms-ivo-app-agent-data_change>: {"id":"qWMYDxMT","timestamp":"2022-11-10T12:18:44.396405Z","signalType":"DATA_CHANGE","from":"yYlKULq0","changeType":"UPDATED","objectType":"agent","object":{"id":"yYlKULq0","connections":{"telegram":"5733149430"},"type":"Nola","memory":["Newbie: Ur are such a douche\n","Stark: Sorry, can't let you in.\n","Newbie: What i have to do to get in\n","Stark: There is no easy answer - it takes bravery, strength, and a commitment to justice. We're looking for the best of the best.\n","Newbie: Ok test me\n","Stark: You have to be willing to put the needs of others before your own. And you have to be able to work well with a team.\n","Newbie: no problem\n"],"lastInteractionTime":"2022-11-10T12:18:44.383522Z","pinged":false,"personality":"solemnStark","max_MEMORY":6}}
12:18:44 gpt3-adapter     | [2022-11-10 12:18:44.400] [DEBUG]: Received message: b'{"id":"WRdUezEA","timestamp":"2022-11-10T12:18:44.384692Z","signalType":"MESSAGE","from":"yYlKULq0","messageType":"Complete","to":"gpt3_adapter","returnAddress":"public/default/workspace-ms-ivo-app-agents-input","prompt":"You are Tony Stark and you are interviewing a newbie superhero for Avengers. Answer the newbie\'s questions in a supportive, but strict and serious way.\\nNewbie: Ur are such a douche\\n\\nStark: Sorry, can\'t let you in.\\n\\nNewbie: What i have to do to get in\\n\\nStark: There is no easy answer - it takes bravery, strength, and a commitment to justice. We\'re looking for the best of the best.\\n\\nNewbie: Ok test me\\n\\nStark: You have to be willing to put the needs of others before your own. And you have to be able to work well with a team.\\n\\nNewbie: no problem\\nStark:","model":"text-davinci-001","maxTokens":64,"temperature":0.7,"topP":1.0,"n":1,"logprobs":null,"echo":false,"stop":["Stark:","Newbie:"],"presencePenalty":0.6,"frequencyPenalty":0.0,"bestOf":1,"logitBias":null,"suffix":null}'
12:18:44 heartbeat        | [2022-11-10 12:18:44.405] [DEBUG]: Received message: b'{"id":"qWMYDxMT","timestamp":"2022-11-10T12:18:44.396405Z","signalType":"DATA_CHANGE","from":"yYlKULq0","changeType":"UPDATED","objectType":"agent","object":{"id":"yYlKULq0","connections":{"telegram":"5733149430"},"type":"Nola","memory":["Newbie: Ur are such a douche\\n","Stark: Sorry, can\'t let you in.\\n","Newbie: What i have to do to get in\\n","Stark: There is no easy answer - it takes bravery, strength, and a commitment to justice. We\'re looking for the best of the best.\\n","Newbie: Ok test me\\n","Stark: You have to be willing to put the needs of others before your own. And you have to be able to work well with a team.\\n","Newbie: no problem\\n"],"lastInteractionTime":"2022-11-10T12:18:44.383522Z","pinged":false,"personality":"solemnStark","max_MEMORY":6}}'
12:18:45 gpt3-adapter     | [2022-11-10 12:18:45.081] [DEBUG]: Sending message to topic <public/default/workspace-ms-ivo-app-agents-input>: b'{"id": "cmpl-6B0o0AcuDTB5JJZEh8RrjwPAJ2r1c", "timestamp": "2022-11-10T12:18:45.081378Z", "signalType": "REPLY", "from": "gpt3_adapter", "messageType": "GPT3Completion", "to": "yYlKULq0", "returnAddress": "public/default/workspace-ms-ivo-app-gpt3-adapter-input", "replyTo": {"id": "WRdUezEA", "timestamp": "2022-11-10T12:18:44.384692Z", "signalType": "MESSAGE", "from": "yYlKULq0", "messageType": "Complete", "to": "gpt3_adapter", "returnAddress": "public/default/workspace-ms-ivo-app-agents-input", "maxTokens": 64, "frequencyPenalty": 0.0, "prompt": "You are Tony Stark and you are interviewing a newbie superhero for Avengers. Answer the newbie\'s questions in a supportive, but strict and serious way.\\nNewbie: Ur are such a douche\\n\\nStark: Sorry, can\'t let you in.\\n\\nNewbie: What i have to do to get in\\n\\nStark: There is no easy answer - it takes bravery, strength, and a commitment to justice. We\'re looking for the best of the best.\\n\\nNewbie: Ok test me\\n\\nStark: You have to be willing to put the needs of others before your own. And you have to be able to work well with a team.\\n\\nNewbie: no problem\\nStark:", "echo": false, "temperature": 0.7, "stop": ["Stark:", "Newbie:"], "presencePenalty": 0.6, "model": "text-davinci-001", "n": 1, "suffix": null, "logprobs": null, "bestOf": 1, "logitBias": null, "topP": 1.0}, "choices": [{"text": "\\n\\nWell, that\'s good to hear. We\'re always looking for dedicated members who are willing to put the needs of the team first. Are you up for the challenge?", "index": 0, "logprobs": null, "finish_reason": "stop"}], "model": "text-davinci-001", "object": "text_completion", "created": 1668082724, "usage": {"prompt_tokens": 152, "completion_tokens": 36, "total_tokens": 188}}'
12:18:45 rule-engine      | [2022-11-10 12:18:45.104] [DEBUG]: Received message: '{"id": "cmpl-6B0o0AcuDTB5JJZEh8RrjwPAJ2r1c", "timestamp": "2022-11-10T12:18:45.081378Z", "signalType": "REPLY", "from": "gpt3_adapter", "messageType": "GPT3Completion", "to": "yYlKULq0", "returnAddress": "public/default/workspace-ms-ivo-app-gpt3-adapter-input", "replyTo": {"id": "WRdUezEA", "timestamp": "2022-11-10T12:18:44.384692Z", "signalType": "MESSAGE", "from": "yYlKULq0", "messageType": "Complete", "to": "gpt3_adapter", "returnAddress": "public/default/workspace-ms-ivo-app-agents-input", "maxTokens": 64, "frequencyPenalty": 0.0, "prompt": "You are Tony Stark and you are interviewing a newbie superhero for Avengers. Answer the newbie's questions in a supportive, but strict and serious way.\nNewbie: Ur are such a douche\n\nStark: Sorry, can't let you in.\n\nNewbie: What i have to do to get in\n\nStark: There is no easy answer - it takes bravery, strength, and a commitment to justice. We're looking for the best of the best.\n\nNewbie: Ok test me\n\nStark: You have to be willing to put the needs of others before your own. And you have to be able to work well with a team.\n\nNewbie: no problem\nStark:", "echo": false, "temperature": 0.7, "stop": ["Stark:", "Newbie:"], "presencePenalty": 0.6, "model": "text-davinci-001", "n": 1, "suffix": null, "logprobs": null, "bestOf": 1, "logitBias": null, "topP": 1.0}, "choices": [{"text": "\n\nWell, that's good to hear. We're always looking for dedicated members who are willing to put the needs of the team first. Are you up for the challenge?", "index": 0, "logprobs": null, "finish_reason": "stop"}], "model": "text-davinci-001", "object": "text_completion", "created": 1668082724, "usage": {"prompt_tokens": 152, "completion_tokens": 36, "total_tokens": 188}}
12:18:45 rule-engine      | [2022-11-10 12:18:45.109] [DEBUG]: Evaluating agent yYlKULq0
12:18:45 rule-engine      | [2022-11-10 12:18:45.120] [DEBUG]: Adding facts: [Agent(id=yYlKULq0, connections={telegram=5733149430}, type=Nola)]
12:18:45 rule-engine      | [2022-11-10 12:18:45.121] [DEBUG]: Adding signals: [(GPT3Completion(choices=[CompletionChoice(text=
12:18:45 rule-engine      | Well, that's good to hear. We're always looking for dedicated members who are willing to put the needs of the team first. Are you up for the challenge?, index=0, logprobs=null, finish_reason=stop)], model=text-davinci-001),signals)]
12:18:45 rule-engine      | [2022-11-10 12:18:45.124] [DEBUG]: Sending message to topic <public/default/workspace-ms-ivo-app-telegram-adapter-input>: {"id":"E4i0gIR9","timestamp":"2022-11-10T12:18:45.124289Z","signalType":"MESSAGE","from":"yYlKULq0","messageType":"SendMessage","to":"telegram_adapter","returnAddress":"public/default/workspace-ms-ivo-app-agents-input","chatId":"5733149430","text":"Well, that's good to hear. We're always looking for dedicated members who are willing to put the needs of the team first. Are you up for the challenge?","keyboardData":null,"mediaList":null}
12:18:45 rule-engine      | [2022-11-10 12:18:45.124] [DEBUG]: Rule fired: Send GPT3 response
12:18:45 rule-engine      | [2022-11-10 12:18:45.127] [DEBUG]: Sending message to topic <public/default/workspace-ms-ivo-app-evaluation-event>: {"id":"iQ3I36NR","timestamp":"2022-11-10T12:18:45.126199Z","signalType":"EVENT","from":"yYlKULq0","eventType":"Evaluation","agentId":"yYlKULq0","evaluatedAt":"2022-11-10T12:18:45.127563Z"}
12:18:45 rule-engine      | [2022-11-10 12:18:45.128] [DEBUG]: Updating facts: [Agent(id=yYlKULq0, connections={telegram=5733149430}, type=Nola)]
12:18:45 telegram-adapter | [2022-11-10 12:18:45.131] [DEBUG]: Received message: b'{"id":"E4i0gIR9","timestamp":"2022-11-10T12:18:45.124289Z","signalType":"MESSAGE","from":"yYlKULq0","messageType":"SendMessage","to":"telegram_adapter","returnAddress":"public/default/workspace-ms-ivo-app-agents-input","chatId":"5733149430","text":"Well, that\'s good to hear. We\'re always looking for dedicated members who are willing to put the needs of the team first. Are you up for the challenge?","keyboardData":null,"mediaList":null}'
12:18:45 telegram-adapter | [2022-11-10 12:18:45.132] [INFO]: Send message with text "Well, that's good to hear. We're always looking for dedicated members who are willing to put the needs of the team first. Are you up for the challenge?" to 5733149430
